"StationID"	"Lat_Dec"	"Long_Dec"	"StreamType"	"WBID"	"Elevation"	"InvertReg"	"BenSampID"	"RepNum"	"CollDate"	"Comments"	"CollMeth"	"FieldGearID"	"Habitat"	"WQX_FinalID"	"FinalID"	"Individuals"	"IndividualsCorrected"	"LargeRare"	"Stage"
"SPBHC004.66"	32.4023083	-110.5444336	"Perennial"	"15050203-010A"	3160	"warm"	2852	1	2000-05-16	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Lauterborniella agrayloides"	"Lauterborniella agrayloides"	6	360	FALSE	"X"
"SPHSC010.67"	32.3541164	-110.2679189	"Perennial"	"15050203-013"	3830	"warm"	2855	1	2000-05-17	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Lauterborniella agrayloides"	"Lauterborniella agrayloides"	1	15	FALSE	"X"
"UGBLR028.99"	33.5277222	-109.2025278	"Perennial"	"15040004-025A"	5160	"cold"	2871	1	2000-06-13	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Lauterborniella agrayloides"	"Lauterborniella agrayloides"	1	9.22	FALSE	"X"
"BWBRO029.27"	34.6175278	-113.3124167	"Perennial"	"15030202-004"	2400	"warm"	3085	1	2002-04-04	"Riffle assumed.  Data from Patti, added by EWL 2004-May-28"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Lauterborniella agrayloides"	"Lauterborniella agrayloides"	10	640	FALSE	"X"
"SRBWL005.79"	33.5994722	-109.45	"Perennial"	"15060101-023"	6400	"cold"	3102	1	2002-06-11	"Riffle assumed.  Data from Patti, added by EWL 2004-May-28"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Lauterborniella agrayloides"	"Lauterborniella agrayloides"	5	15	FALSE	"X"
"SRHAY000.04"	33.8088889	-109.4221667	"Perennial"	"15060101-353"	7900	"cold"	3109	1	2002-06-12	"Riffle assumed.  Data from Patti, added by EWL 2004-May-28"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Lauterborniella agrayloides"	"Lauterborniella agrayloides"	17	340	FALSE	"X"
"SRNBE000.10"	33.5983333	-109.4460833	"Perennial"	"15060101-022"	7520	"cold"	3110	1	2002-06-11	"Riffle assumed.  Data from Patti, added by EWL 2004-May-28"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Lauterborniella agrayloides"	"Lauterborniella agrayloides"	1	30	FALSE	"X"
"SRWFB001.13"	33.7603333	-109.3764722	"Perennial"	"15060101-048"	7560	"cold"	3116	1	2002-06-18	"Riffle assumed.  Data from Patti, added by EWL 2004-May-28"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Lauterborniella agrayloides"	"Lauterborniella agrayloides"	2	2	FALSE	"X"
"LCBRB006.74"	34.4944461	-111.1658931	"Perennial"	"15020008-537"	6950	"cold"	3349	1	2007-06-18	"Habitat: Reference"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Lauterborniella agrayloides"	"Lauterborniella agrayloides"	1	1.68010752688172	FALSE	"X"
"LCBRB006.74"	34.4944461	-111.1658931	"Perennial"	"15020008-537"	6950	"cold"	3350	1	2007-06-20	"Habitat: Reference"	"EMAP Multihab bugs"	"D-frame di"	"Multi-habitat"	"Lauterborniella agrayloides"	"Lauterborniella agrayloides"	2	2	FALSE	"X"
"LCRIG004.87"	33.9760314	-109.2477422	"Perennial"	"15020001-025"	8160	"cold"	3392	1	2007-05-10	"NA"	"EMAP Multihab bugs"	"D-frame di"	"Multi-habitat"	"Lauterborniella agrayloides"	"Lauterborniella agrayloides"	3	33.8600451467269	FALSE	"X"
"VROAK031.38"	34.8244444	-111.8063889	"Perennial"	"15060202-018C"	4000	"warm"	3641	1	2008-06-04	"2008 AZDEQ Benthos Taxa (pin5154.5)"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes pedellus group"	2	8	FALSE	"L"
"VRSYW001.72"	34.8822694	-112.0671	"Perennial"	"15060202-026"	3625	"warm"	3646	1	2008-06-11	"2008 AZDEQ Benthos Taxa (pin5154.5)"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes pedellus group"	1	1	FALSE	"L"
"VRWOK000.82"	34.9965278	-111.7496944	"Perennial"	"15060202-020"	5310	"cold"	3653	1	2008-06-10	"2008 AZDEQ Benthos Taxa (pin5154.5)"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes pedellus group"	1	11.11	FALSE	"L"
"LCLCR342.03"	34.1279239	-109.2991625	"Perennial"	"15020001-010"	6940	"cold"	3656	1	2008-11-03	"2008 AZDEQ Fall Benthos Taxa (pin5154.3).xls"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes pedellus group"	3	95.73	FALSE	"L"
"MGSYD009.13"	34.3473903	-111.9514033	"Perennial"	"15070102-024B"	4090	"warm"	3663	1	2008-11-19	"2008 AZDEQ Fall Benthos Taxa (pin5154.3).xls"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes pedellus group"	7	7	FALSE	"L"
"MGSYD009.51"	34.3467278	-111.946625	"Perennial"	"15070102-024B"	4120	"warm"	3705	1	2009-04-21	"2008 AZDEQ Benthos Taxa (pin 5145.2-1)"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes pedellus group"	111	1332	FALSE	"L"
"MGSYD009.51"	34.3467278	-111.946625	"Perennial"	"15070102-024B"	4120	"warm"	3705	2	2009-04-21	"2008 AZDEQ Benthos Taxa (pin 5145.2-1)"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes pedellus group"	50	1200	FALSE	"L"
"SPGRA007.71"	32.6518831	-109.9251794	"Perennial"	"15050201-033A"	5600	"cold"	3714	1	2009-06-25	"2008 AZDEQ Benthos Taxa (pin 5145.2-1)"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes pedellus group"	1	1	FALSE	"L"
"UGBLR036.37"	33.5902778	-109.1391667	"Perennial"	"15040004-026"	5580	"cold"	3727	1	2009-08-06	"2008 AZDEQ Benthos Taxa (pin 5145.2-1)"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes pedellus group"	5	5	FALSE	"L"
"UGBLR036.37"	33.5902778	-109.1391667	"Perennial"	"15040004-026"	5580	"cold"	3727	2	2009-08-06	"2008 AZDEQ Benthos Taxa (pin 5145.2-1)"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes pedellus group"	2	2	FALSE	"L"
"UGBLR046.35"	33.6844894	-109.0830556	"Perennial"	"15040004-026"	6110	"cold"	3728	1	2009-07-29	"2008 AZDEQ Benthos Taxa (pin 5145.2-1)"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes pedellus group"	1	2	FALSE	"L"
"UGCOL003.48"	33.7715347	-109.1873933	"Perennial"	"15040004-040"	7850	"cold"	3731	1	2009-06-16	"2008 AZDEQ Benthos Taxa (pin 5145.2-1)"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes pedellus group"	2	4	FALSE	"L"
"UGEAG015.23"	33.0784444	-109.4558056	"Perennial"	"15040005-025"	3720	"warm"	3733	1	2009-04-28	"2008 AZDEQ Benthos Taxa (pin 5145.2-1)"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes pedellus group"	2	24	FALSE	"L"
"UGEAG056.85"	33.4795133	-109.4756933	"Perennial"	"15040005-028A"	5435	"cold"	3734	1	2009-06-15	"2008 AZDEQ Benthos Taxa (pin 5145.2-1)"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes pedellus group"	1	1	FALSE	"L"
"BWBRO029.91"	34.6183611	-113.3029722	"Perennial"	"15030202-008"	2420	"warm"	3763	1	2010-04-20	"2010 AZDEQ Fall Benthos (pin 5539.1).xls"	"ADEQ Riffle bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes pedellus group"	1	6.42	FALSE	"L"
"LCLCR336.72"	34.1865325	-109.3027206	"Perennial"	"15020001-009"	6710	"cold"	3781	1	2010-06-30	"2010 AZDEQ Fall Benthos (pin 5539.1).xls"	"ADEQ Riffle bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes pedellus group"	4	8	FALSE	"L"
"LCSIL043.84"	34.3359139	-109.9400139	"Perennial"	"15020005-013"	6103	"cold"	3802	1	2011-05-09	"2011 AZDEQ Spring Benthos taxa(pin 5539.2).xls"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes pedellus group"	1	12	FALSE	"L"
"SRDEV000.38"	33.822965	-110.86081	"Perennial"	"15060103-801"	3420	"warm"	3808	1	2011-06-01	"2011 AZDEQ Spring Benthos taxa(pin 5539.2).xls"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes pedellus group"	2	16	FALSE	"L"
"SRREY001.14"	33.8757408	-110.9885925	"Perennial"	"15060103-202"	5065	"cold"	3809	1	2011-06-08	"2011 AZDEQ Spring Benthos taxa(pin 5539.2).xls"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes pedellus group"	1	24	FALSE	"L"
"VROAK042.78"	34.9354056	-111.7437111	"Perennial"	"15060202-018C"	4840	"warm"	3815	1	2011-04-25	"2011 AZDEQ Spring Benthos taxa(pin 5539.2).xls"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes pedellus group"	1	3.2	FALSE	"L"
"VRWCL010.66"	34.5386111	-111.6941667	"Perennial"	"15060203-026B"	3630	"warm"	3821	2	2011-06-09	"2011 AZDEQ Spring Benthos taxa(pin 5539.2).xls"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes pedellus group"	1	1	FALSE	"L"
"SPBAS001.64"	32.3515642	-110.2352486	"Perennial"	"15050203-899B"	4040	"warm"	3832	1	2012-04-04	"2012 AZ DEQ Benthos Taxa (pin6239.1).xls"	"ADEQ Riffle bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes pedellus group"	1	10.18	FALSE	"L"
"SRCHE013.65"	33.8284236	-110.857095	"Perennial"	"15060103-015"	3190	"warm"	3871	1	2013-05-08	"2013 AZ DEQ Benthos Taxa (pin6239.2).xlsx"	"ADEQ Riffle bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes pedellus group"	1	1	FALSE	"L"
"LCELR005.67"	33.946916	-109.478381	"Perennial"	"15020001-230"	9302	"Cold"	3903	1	2014-04-29	"JOW, 2014 AZ DEQ Benthos Taxa (pin6658.01).xlsx"	"ADEQ Riffle bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes pedellus group"	4	39.8961105281846	FALSE	"L"
"MGSYD009.51"	34.3467278	-111.946625	"Perennial"	"15070102-024B"	4120	"warm"	3705	1	2009-04-21	"2008 AZDEQ Benthos Taxa (pin 5145.2-1)"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes pedellus group"	1	12	FALSE	"P"
"SPGRA007.71"	32.6518831	-109.9251794	"Perennial"	"15050201-033A"	5600	"cold"	3714	1	2009-06-25	"2008 AZDEQ Benthos Taxa (pin 5145.2-1)"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes pedellus group"	1	1	FALSE	"P"
"BWCNG006.59"	34.7586647	-113.1203044	"Perennial"	"15030202-014"	4360	"warm"	2217	1	1997-04-23	"Raw data from Patti S. fall 1999 - from table 1997"	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Microtendipes"	"Microtendipes pedellus group"	1	15	FALSE	"X"
"LCBRB006.74"	34.4944461	-111.1658931	"Perennial"	"15020008-537"	6950	"cold"	2222	1	1997-05-19	"Raw data from Patti S. fall 1999 - from table 1997"	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Microtendipes"	"Microtendipes pedellus group"	14	84	FALSE	"X"
"SRHAG007.47"	34.20379	-111.0086	"Perennial"	"15060105-012B"	4870	"warm"	2229	1	1997-05-13	"Raw data from Patti S. fall 1999 - from table 1997"	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Microtendipes"	"Microtendipes pedellus group"	1.5	5.625	FALSE	"X"
"LCSLR001.42"	34.0707514	-109.4102656	"Perennial"	"15020001-027"	7620	"cold"	2234	1	1998-06-02	"Raw data from Patti S. fall 1999 - from table 1998"	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Microtendipes"	"Microtendipes pedellus group"	4.5	22.5	FALSE	"X"
"MGANT013.35"	34.1959989	-112.7150386	"Perennial"	"15070103-010"	3850	"warm"	2237	1	1998-04-29	"Raw data from Patti S. fall 1999 - from table 1998"	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Microtendipes"	"Microtendipes pedellus group"	8.8	66	FALSE	"X"
"MGSYD009.13"	34.3473903	-111.9514033	"Perennial"	"15070102-024B"	4090	"warm"	2240	1	1998-04-29	"Raw data from Patti S. fall 1999 - from table 1998"	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Microtendipes"	"Microtendipes pedellus group"	3.5	28	FALSE	"X"
"SRNBE000.86"	33.5964006	-109.4337589	"Perennial"	"15060101-022"	7740	"cold"	2299	1	1998-06-11	"Raw data from Patti S. fall 1999 - from table 1998"	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Microtendipes"	"Microtendipes pedellus group"	5.8	58	FALSE	"X"
"VROAK047.96"	34.9929319	-111.736965	"Perennial"	"15060202-019"	5400	"cold"	2306	1	1998-05-07	"Raw data from Patti S. fall 1999 - from table 1998"	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Microtendipes"	"Microtendipes pedellus group"	4	96	FALSE	"X"
"VRSPN002.04"	34.7636525	-111.9171233	"Perennial"	"15060202-022"	3480	"warm"	2308	1	1998-05-06	"Raw data from Patti S. fall 1999 - from table 1998"	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Microtendipes"	"Microtendipes pedellus group"	2.8	42	FALSE	"X"
"VRSYH000.25"	34.0796208	-111.7018136	"Perennial"	"15060203-055"	2080	"warm"	2309	1	1998-05-04	"Raw data from Patti S. fall 1999 - from table 1998"	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Microtendipes"	"Microtendipes pedellus group"	8	30	FALSE	"X"
"VRWOK000.82"	34.9965278	-111.7496944	"Perennial"	"15060202-020"	5310	"cold"	2311	1	1998-05-07	"Raw data from Patti S. fall 1999 - from table 1998"	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Microtendipes"	"Microtendipes pedellus group"	9	90	FALSE	"X"
"VRWBV012.56"	34.6739211	-111.6701661	"Perennial"	"15060202-004"	4025	"warm"	2811	1	1999-05-05	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes pedellus group"	1	10	FALSE	"X"
"VRVER127.02"	34.6752317	-111.9394794	"Perennial"	"15060202-015"	3053	"warm"	2813	1	1999-05-04	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes pedellus group"	2	10	FALSE	"X"
"VROAK016.70"	34.7590478	-111.893905	"Perennial"	"15060202-017"	3460	"warm"	2814	1	1999-05-04	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes pedellus group"	2	120	FALSE	"X"
"VRWCL011.16"	34.5384167	-111.6853611	"Perennial"	"15060203-026B"	3660	"warm"	2817	1	1999-05-03	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes pedellus group"	2	30	FALSE	"X"
"VRVER121.49"	34.6253056	-111.8999722	"Perennial"	"15060202-015"	3195	"warm"	2829	1	1999-05-03	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes pedellus group"	1	10	FALSE	"X"
"LCLCR340.02"	34.1517778	-109.2945278	"Perennial"	"15020001-009"	6900	"cold"	2833	1	2000-06-28	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes pedellus group"	2	18.44	FALSE	"X"
"UGCMB004.23"	33.7388033	-109.0971569	"Perennial"	"15040004-028"	6670	"cold"	2879	1	2000-06-27	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes pedellus group"	1	5	FALSE	"X"
"UGEAG040.33"	33.2943656	-109.4946633	"Perennial"	"15040005-027"	4645	"warm"	2881	1	2000-05-09	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes pedellus group"	1	15	FALSE	"X"
"UGEAG056.85"	33.4795133	-109.4756933	"Perennial"	"15040005-028A"	5435	"cold"	2882	1	2000-05-10	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes pedellus group"	4	160	FALSE	"X"
"VROAK031.38"	34.8244444	-111.8063889	"Perennial"	"15060202-018C"	4000	"warm"	2888	1	2000-05-03	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes pedellus group"	8	320	FALSE	"X"
"VRVER134.11"	34.7216667	-111.9905556	"Perennial"	"15060202-025"	3250	"warm"	3140	1	1999-05-04	"New during '08 migration"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes pedellus group"	1	NA	FALSE	"X"
"LCBRB006.74"	34.4944461	-111.1658931	"Perennial"	"15020008-537"	6950	"cold"	3349	1	2007-06-18	"Habitat: Reference"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes pedellus group"	5	8.4005376344086	FALSE	"X"
"LCBRB006.74"	34.4944461	-111.1658931	"Perennial"	"15020008-537"	6950	"cold"	3350	1	2007-06-20	"Habitat: Reference"	"EMAP Multihab bugs"	"D-frame di"	"Multi-habitat"	"Microtendipes"	"Microtendipes pedellus group"	3	3	FALSE	"X"
"LCLCR342.03"	34.1279239	-109.2991625	"Perennial"	"15020001-010"	6940	"cold"	3381	1	2007-04-12	"NA"	"EMAP Multihab bugs"	"D-frame di"	"Multi-habitat"	"Microtendipes"	"Microtendipes pedellus group"	5	21.795989537925	FALSE	"X"
"UGCMB004.23"	33.7388033	-109.0971569	"Perennial"	"15040004-028"	6670	"cold"	3499	1	2006-06-20	"From file: 2006 bugs column.xls"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes pedellus group"	1	9.6	FALSE	"X"
"UGDIX000.78"	33.1971944	-109.1579167	"Perennial"	"15040004-1575"	4890	"warm"	3500	1	2006-05-18	"From file: 2006 bugs column.xls"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes pedellus group"	2	47.96	FALSE	"X"
"UGDIX000.78"	33.1971944	-109.1579167	"Perennial"	"15040004-1575"	4890	"warm"	3500	2	2006-05-18	"From file: 2006 bugs column.xls"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes pedellus group"	1	10.91	FALSE	"X"
"SRBLR102.24"	33.7040278	-109.4525833	"Perennial"	"15060101-007"	6810	"cold"	3606	1	2008-07-10	"2008 AZDEQ Benthos Taxa (pin5154.5)"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes rydalensis group"	10	10	FALSE	"L"
"SPGRA007.71"	32.6518831	-109.9251794	"Perennial"	"15050201-033A"	5600	"cold"	3669	1	2008-12-16	"2008 AZDEQ Fall Benthos Taxa (pin5154.3).xls"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes rydalensis group"	74	222	FALSE	"L"
"SRWRK007.97"	33.8237975	-110.9391453	"Perennial"	"15060103-195"	6160	"cold"	3684	1	2008-11-18	"2008 AZDEQ Fall Benthos Taxa (pin5154.3).xls"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes rydalensis group"	2	12	FALSE	"L"
"VRWOK000.82"	34.9965278	-111.7496944	"Perennial"	"15060202-020"	5310	"cold"	3695	1	2008-11-05	"2008 AZDEQ Fall Benthos Taxa (pin5154.3).xls"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes rydalensis group"	2	2	FALSE	"L"
"SRDEV000.38"	33.822965	-110.86081	"Perennial"	"15060103-801"	3420	"warm"	3808	1	2011-06-01	"2011 AZDEQ Spring Benthos taxa(pin 5539.2).xls"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes rydalensis group"	22	176	FALSE	"L"
"SRREY001.14"	33.8757408	-110.9885925	"Perennial"	"15060103-202"	5065	"cold"	3809	1	2011-06-08	"2011 AZDEQ Spring Benthos taxa(pin 5539.2).xls"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes rydalensis group"	3	72	FALSE	"L"
"VRELL009.02"	34.3789003	-111.1755372	"Perennial"	"15060203-459"	6160	"cold"	3813	1	2011-06-15	"2011 AZDEQ Spring Benthos taxa(pin 5539.2).xls"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes rydalensis group"	4	38.4	FALSE	"L"
"VROAK013.95"	34.7449	-111.8964167	"Perennial"	"15060202-017"	3390	"warm"	3814	1	2011-04-27	"2011 AZDEQ Spring Benthos taxa(pin 5539.2).xls"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes rydalensis group"	1	8	FALSE	"L"
"VRPIE016.49"	34.4210325	-111.4409	"Perennial"	"15060203-049"	5760	"cold"	3818	1	2011-06-14	"2011 AZDEQ Spring Benthos taxa(pin 5539.2).xls"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes rydalensis group"	13	13	FALSE	"L"
"SRDEV000.38"	33.822965	-110.86081	"Perennial"	"15060103-801"	3420	"warm"	3873	1	2013-05-06	"2013 AZ DEQ Benthos Taxa (pin6239.2).xlsx"	"ADEQ Riffle bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes rydalensis group"	6	6	FALSE	"L"
"UGBLR028.77"	33.52525	-109.205972	"Perennial"	"15040004-025A"	5120	"Cold"	3948	1	2015-06-01	"2015 AZDEQ Benthos Taxa (pin7251.01).xlsx"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes rydalensis group"	1	16	FALSE	"L"
"UGGLR401.85"	33.09235	-110.03114	"Perennial"	"15040005-012"	2669	"warm"	3954	1	2015-05-18	"2015 AZDEQ Benthos Taxa (pin7251.01).xlsx"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes rydalensis group"	5	20	FALSE	"P"
"SRNBE000.86"	33.5964006	-109.4337589	"Perennial"	"15060101-022"	7740	"cold"	2299	1	1998-06-11	"Raw data from Patti S. fall 1999 - from table 1998"	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Microtendipes"	"Microtendipes rydalensis group"	2.9	29	FALSE	"X"
"VRPIE016.49"	34.4210325	-111.4409	"Perennial"	"15060203-049"	5760	"cold"	2684	1	1997-05-21	"Raw data from Patti S. fall 1999 - from table 1997"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes rydalensis group"	4	16	FALSE	"X"
"SRNBE000.86"	33.5964006	-109.4337589	"Perennial"	"15060101-022"	7740	"cold"	2710	1	1998-06-11	"Raw data from Patti S. fall 1999 - from table 1998"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes rydalensis group"	2	30	FALSE	"X"
"UGEAG040.33"	33.2943656	-109.4946633	"Perennial"	"15040005-027"	4645	"warm"	2881	1	2000-05-09	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes rydalensis group"	1	15	FALSE	"X"
"UGEAG056.85"	33.4795133	-109.4756933	"Perennial"	"15040005-028A"	5435	"cold"	2882	1	2000-05-10	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes rydalensis group"	1	40	FALSE	"X"
"SRBWL005.79"	33.5994722	-109.45	"Perennial"	"15060101-023"	6400	"cold"	3102	1	2002-06-11	"Riffle assumed.  Data from Patti, added by EWL 2004-May-28"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes rydalensis group"	12	36	FALSE	"X"
"SREFB000.91"	33.7631111	-109.3556389	"Perennial"	"15060101-009"	7552	"cold"	3107	1	2002-06-18	"Riffle assumed.  Data from Patti, added by EWL 2004-May-28"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes rydalensis group"	1	12	FALSE	"X"
"SREFB011.86"	33.8492222	-109.3134444	"Perennial"	"15060101-009"	8200	"cold"	3108	1	2002-06-18	"Riffle assumed.  Data from Patti, added by EWL 2004-May-28"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes rydalensis group"	1	1	FALSE	"X"
"SRHAY000.04"	33.8088889	-109.4221667	"Perennial"	"15060101-353"	7900	"cold"	3109	1	2002-06-12	"Riffle assumed.  Data from Patti, added by EWL 2004-May-28"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes rydalensis group"	2	40	FALSE	"X"
"SRNBE000.10"	33.5983333	-109.4460833	"Perennial"	"15060101-022"	7520	"cold"	3110	1	2002-06-11	"Riffle assumed.  Data from Patti, added by EWL 2004-May-28"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes rydalensis group"	6	180	FALSE	"X"
"SRWFB001.13"	33.7603333	-109.3764722	"Perennial"	"15060101-048"	7560	"cold"	3116	1	2002-06-18	"Riffle assumed.  Data from Patti, added by EWL 2004-May-28"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes rydalensis group"	1	1	FALSE	"X"
"LCBEN002.57"	33.9854333	-109.2916153	"Perennial"	"15020001-285"	8600	"cold"	3347	1	2007-05-09	"NA"	"EMAP Multihab bugs"	"D-frame di"	"Multi-habitat"	"Microtendipes"	"Microtendipes rydalensis group"	1	5.82072176949942	FALSE	"X"
"UGBON003.68"	32.9373611	-109.5010278	"Perennial"	"15040005-030"	3360	"warm"	3497	1	2006-04-25	"From file: 2006 bugs column.xls"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Microtendipes"	"Microtendipes rydalensis group"	2	24	FALSE	"X"
"SPARA026.35"	32.8792189	-110.3940658	"Perennial"	"15050203-004B"	3225	"warm"	3711	1	2009-05-14	"2008 AZDEQ Benthos Taxa (pin 5145.2-1)"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Nilotanypus fimbriatus"	"Nilotanypus fimbriatus"	2	12	FALSE	"L"
