"FinalID"	"Phylum"	"Class"	"Subclass"	"Order"	"Family"	"Tribe"	"Genus"	"Species"	"Variety"	"Poll_Tol_Class"	"pH_class"	"Salinity_class"	"Nitrogen_Uptake_class"	"Oxygen_class"	"Saprobity_class"	"Trophic_class"	"Moisture_class"	"Motility_class"	"Phosphorus_class"	"Nitrogen_class"	"TaxaGroup"	"GroupName"
"Navicula cuspidata"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"cuspidata"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Navicula"
"Navicula decussis"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"decussis"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Navicula"
"Navicula dibola"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"dibola"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Navicula"
"Navicula elginensis"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"elginensis"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Navicula"
"Navicula exigua"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"exigua"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Navicula"
"Navicula girdle sp."	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"girdle"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Navicula"
"Navicula goeppertiana"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"goeppertiana"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Navicula"
"Navicula grimmei"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"grimmei"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Navicula"
"Navicula gysingensis"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"gysingensis"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Navicula"
"Navicula halophila"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"halophila"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Navicula"
"Navicula halophila f. tenuirostris"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"halophila"	"tenuirostris"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Navicula"
"Navicula heufleri"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"heufleri"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Navicula"
"Navicula lacustris"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"lacustris"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Navicula"
"Navicula laevissima"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"laevissima"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Navicula"
"Navicula lanceolata"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"lanceolata"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Navicula"
"Navicula lenzii"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"lenzii"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Navicula"
"Navicula menisculus var. upsaliensis"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"menisculus"	"upsaliensis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Navicula"
"Navicula minima"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"minima"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Navicula"
"Navicula mutica"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"mutica"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Navicula"
"Navicula muticopsis"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"muticopsis"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Navicula"
"Navicula phyllepta"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"phyllepta"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Navicula"
"Navicula phylleptosoma"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"phylleptosoma"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Navicula"
"Navicula protracta"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"protracta"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Navicula"
"Navicula pseudonivalis"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"pseudonivalis"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Navicula"
"Navicula pupula"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"pupula"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Navicula"
"Navicula pupula var. rectangularis"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"pupula"	"rectangularis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Navicula"
"Navicula radiosa var. parva"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"radiosa"	"parva"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Navicula"
"Navicula radiosa var. tenella"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"radiosa"	"tenella"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Navicula"
"Navicula rhynchocephala"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"rhynchocephala"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Navicula"
"Navicula rhynchocephala var. germainii"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"rhynchocephala"	"germainii"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Navicula"
"Navicula salinarum var. intermedia"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"salinarum"	"intermedia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Navicula"
"Navicula schroeteri"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"schroeteri"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Navicula"
"Navicula subinflata"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"subinflata"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Navicula"
"Navicula vanheurkii"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"vanheurkii"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Navicula"
"Navicula viridula"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"viridula"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Navicula"
"Navicula viridula var. avenacea"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"viridula"	"avenacea"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Navicula"
"Navicula viridula var. linearis"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"viridula"	"linearis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Navicula"
"Navicula viridula var. rostellata"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"viridula"	"rostellata"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Navicula"
"Neidium ampliatum"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Neidiaceae"	NA	"Neidium"	"ampliatum"	""	3	3	2	NA	NA	NA	2	3	"M"	NA	NA	NA	"Neidium"
"Neidium binodeformis"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Neidiaceae"	NA	"Neidium"	"binodeformis"	""	3	NA	NA	NA	NA	NA	NA	NA	"M"	NA	NA	NA	"Neidium"
"Neidium dubium"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Neidiaceae"	NA	"Neidium"	"dubium"	""	3	3	2	1	1	2	4	1	"M"	NA	NA	NA	"Neidium"
"Neidium iridis"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Neidiaceae"	NA	"Neidium"	"iridis"	""	3	3	2	1	1	2	3	1	"M"	NA	NA	NA	"Neidium"
"Neidium affine"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Neidiaceae"	NA	"Neidium"	"affine"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Neidium"
"Neidium bisulcatum"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Neidiaceae"	NA	"Neidium"	"bisulcatum"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Neidium"
"Neidium sp."	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Neidiaceae"	NA	"Neidium"	"sp."	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Neidium"
"Nitzschia"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	""	""	2	NA	NA	NA	NA	NA	NA	NA	"H"	NA	NA	NA	"Nitzschia"
"Nitzschia acicularis"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"acicularis"	""	2	4	3	4	4	3	5	1	"H"	"H"	"H"	NA	"Nitzschia"
"Nitzschia acidoclinata"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"acidoclinata"	""	3	3	1	1	1	2	3	3	"H"	NA	NA	NA	"Nitzschia"
"Nitzschia amphibia"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"amphibia"	""	2	4	2	3	3	3	5	3	"H"	"H"	"H"	NA	"Nitzschia"
"Nitzschia amphibioides"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"amphibioides"	""	2	NA	NA	NA	NA	NA	NA	NA	"H"	NA	NA	NA	"Nitzschia"
"Nitzschia angustatula"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"angustatula"	""	2	4	3	NA	NA	NA	5	1	"H"	NA	NA	NA	"Nitzschia"
"Nitzschia archibaldii"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"archibaldii"	""	2	3	2	2	2	2	5	NA	"H"	NA	NA	NA	"Nitzschia"
"Nitzschia aurariae"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"aurariae"	""	1	5	4	3	4	3	NA	NA	"H"	NA	NA	NA	"Nitzschia"
"Nitzschia bacillum"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"bacillum"	""	3	4	2	NA	NA	NA	NA	3	"H"	NA	NA	NA	"Nitzschia"
"Nitzschia bryophila"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"bryophila"	""	3	NA	1	1	1	1	NA	4	"H"	NA	NA	NA	"Nitzschia"
"Nitzschia capitellata"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"capitellata"	""	2	4	4	NA	NA	4	6	3	"H"	"H"	"H"	NA	"Nitzschia"
"Nitzschia clausii"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"clausii"	""	2	4	4	2	2	3	5	3	"H"	NA	NA	NA	"Nitzschia"
"Nitzschia communis"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"communis"	""	1	4	3	4	3	4	5	4	"H"	NA	NA	NA	"Nitzschia"
"Nitzschia desertorum"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"desertorum"	""	2	NA	4	NA	NA	NA	NA	NA	"H"	NA	NA	NA	"Nitzschia"
"Nitzschia dissipata"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"dissipata"	""	3	4	2	2	2	2	4	3	"H"	NA	"H"	NA	"Nitzschia"
"Nitzschia filiformis"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"filiformis"	""	2	4	4	3	3	3	5	3	"H"	NA	NA	NA	"Nitzschia"
"Nitzschia fonticola"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"fonticola"	""	3	4	2	2	2	2	4	1	"H"	NA	NA	NA	"Nitzschia"
"Nitzschia fossilis"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"fossilis"	""	2	4	2	NA	NA	2	NA	2	"H"	NA	NA	NA	"Nitzschia"
"Nitzschia frustulum"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"frustulum"	""	2	4	3	4	3	2	5	3	"H"	"H"	"H"	NA	"Nitzschia"
"Nitzschia gracilis"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"gracilis"	""	2	3	1	NA	2	2	3	1	"H"	"H"	"H"	NA	"Nitzschia"
"Nitzschia hantzschiana"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"hantzschiana"	""	3	3	1	1	1	1	3	4	"H"	NA	NA	NA	"Nitzschia"
"Nitzschia incognita"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"incognita"	""	2	NA	4	NA	NA	NA	NA	NA	"H"	"L"	"L"	NA	"Nitzschia"
"Nitzschia inconspicua"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"inconspicua"	""	2	4	3	3	3	3	5	3	"H"	"H"	"H"	NA	"Nitzschia"
"Nitzschia innominata"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"innominata"	""	3	NA	NA	NA	NA	NA	NA	NA	"H"	NA	NA	NA	"Nitzschia"
"Nitzschia intermedia"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"intermedia"	""	2	3	2	NA	NA	2	5	1	"H"	"H"	"H"	NA	"Nitzschia"
"Nitzschia lacuum"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"lacuum"	""	3	4	2	1	1	1	3	NA	"H"	"H"	"H"	NA	"Nitzschia"
"Nitzschia liebethruthii"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"liebethruthii"	""	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nitzschia"
"Nitzschia linearis"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"linearis"	""	2	4	2	2	2	2	4	3	"H"	NA	"H"	NA	"Nitzschia"
"Nitzschia microcephala"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"microcephala"	""	1	4	3	4	3	3	5	1	"H"	NA	NA	NA	"Nitzschia"
"Nitzschia palea"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"palea"	""	1	3	3	4	4	5	6	3	"H"	"H"	"H"	NA	"Nitzschia"
"Nitzschia paleacea"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"paleacea"	""	2	4	3	4	3	3	5	2	"H"	NA	NA	NA	"Nitzschia"
"Nitzschia perminuta"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"perminuta"	""	3	4	2	1	1	1	2	3	"H"	NA	NA	NA	"Nitzschia"
"Nitzschia pumila"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"pumila"	""	2	NA	NA	NA	NA	NA	NA	NA	"H"	NA	NA	NA	"Nitzschia"
"Nitzschia pusilla"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"pusilla"	""	1	3	3	2	2	2	7	3	"H"	"H"	"H"	NA	"Nitzschia"
"Nitzschia radicula"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"radicula"	""	1	NA	4	NA	NA	NA	NA	NA	"H"	NA	NA	NA	"Nitzschia"
"Nitzschia recta"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"recta"	""	3	4	2	2	2	2	7	1	"H"	NA	NA	NA	"Nitzschia"
"Nitzschia reversa"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"reversa"	""	2	NA	4	NA	NA	NA	NA	NA	"H"	"H"	NA	NA	"Nitzschia"
"Nitzschia sigmoidea"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"sigmoidea"	""	3	4	2	2	3	2	5	2	"H"	NA	NA	NA	"Nitzschia"
"Nitzschia sinuata"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"sinuata"	""	3	4	2	1	1	2	3	3	"H"	NA	NA	NA	"Nitzschia"
"Nitzschia sociabilis"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"sociabilis"	""	2	3	2	2	2	2	5	1	"H"	NA	NA	NA	"Nitzschia"
"Nitzschia solita"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"solita"	""	1	NA	3	NA	NA	NA	5	NA	"H"	"H"	"H"	NA	"Nitzschia"
"Nitzschia sublinearis"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"sublinearis"	""	2	NA	NA	NA	NA	NA	NA	NA	"H"	NA	NA	NA	"Nitzschia"
"Nitzschia subtilis"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"subtilis"	""	2	2	2	NA	NA	NA	NA	NA	"H"	"H"	NA	NA	"Nitzschia"
"Nitzschia supralitorea"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"supralitorea"	""	2	3	2	3	2	3	5	4	"H"	NA	"H"	NA	"Nitzschia"
"Nitzschia tubicola"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"tubicola"	""	1	NA	NA	NA	NA	NA	NA	NA	"H"	NA	NA	NA	"Nitzschia"
"Nitzschia vermicularis"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"vermicularis"	""	2	4	2	NA	1	2	7	2	"H"	NA	NA	NA	"Nitzschia"
"Nitzschia angustata"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"angustata"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nitzschia"
"Nitzschia apiculata"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"apiculata"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nitzschia"
"Nitzschia calida"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"calida"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nitzschia"
"Nitzschia commutata"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"commutata"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nitzschia"
"Nitzschia dissipata var. media"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"dissipata"	"media"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nitzschia"
"Nitzschia flexa"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"flexa"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nitzschia"
"Nitzschia frustulum var. perminuta"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"frustulum"	"perminuta"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nitzschia"
"Nitzschia girdle sp."	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"girdle"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nitzschia"
"Nitzschia graciliformis"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"graciliformis"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nitzschia"
"Nitzschia heufleriana"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"heufleriana"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nitzschia"
"Nitzschia hungarica"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"hungarica"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nitzschia"
"Nitzschia ignorata"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"ignorata"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nitzschia"
"Nitzschia lacunicola"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"lacunicola"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nitzschia"
"Nitzschia lancettula"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"lancettula"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nitzschia"
"Nitzschia littoralis"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Bacillariales"	"Bacillariaceae"	NA	"Nitzschia"	"littoralis"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Nitzschia"
