COMID	Reach Mod Status	Reach Mod Status Reasoning	Reach Flow Status	Reach Flow Status Reasoning
20331542	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
17596199	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20326461	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22524963	LikelyMod	07_LULC_Dist	Perennial	05Y1_Per
20331130	LikelyMod	07_LULC_Dist	Intermittent	05Y2_Int
22547103	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
22555066	Mod	05Y_LULC_Dist	Ephemeral	05N2_RipVeg
22549065	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
22560640	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
948070570	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22532894	Mod	05Y_LULC_Dist	Ephemeral	05N2_RipVeg
20364731	Mod	05Y_LULC_Dist	Ephemeral	05N2_RipVeg
20333148	Mod	05Y_LULC_Dist	Perennial	05N1_SSURGO
17564090	Mod	05Y_LULC_Dist	Perennial	05Y1_Per
22533010	LikelyMod	07_LULC_Dist	Ephemeral	05N2_RipVeg
17562552	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
20331246	Mod	05Y_LULC_Dist	Intermittent	05Y2_Int
17591106	Unk	04YN_LULC_LikeNat	Perennial	05N1_SSURGO
17591358	NA	01_Ftype_NA	NA	00_Ftype_NA_2
948070317	LikelyMod	07_LULC_Dist	Intermittent	05Y2_Int
17563892	Mod	05Y_LULC_Dist	Perennial	05Y1_Per
22545265	LikelyMod	07_LULC_Dist	Ephemeral	05N2_RipVeg
17563302	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20325639	Mod	05Y_LULC_Dist	Perennial	05Y1_Per
22560800	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
948070210	LikelyMod	07_LULC_Dist	Perennial	05Y1_Per
20362419	Unk	04YN_LULC_LikeNat	Intermittent	02Y_UplandVeg
20329944	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
22532814	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
20362827	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22515020	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
22549093	Mod	05Y_LULC_Dist	Perennial	05Y1_Per
20331368	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
17589928	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22545325	LikelyMod	07_LULC_Dist	Ephemeral	05N2_RipVeg
20341999	LikelyMod	07_LULC_Dist	Intermittent	05Y2_Int
17564894	Mod	05Y_LULC_Dist	Ephemeral	05Y3_Ephem
20332964	LikelyMod	07_LULC_Dist	Perennial	05N1_SSURGO
20331200	Mod	05Y_LULC_Dist	Perennial	05Y1_Per
22563382	Mod	02_Ftype_Mod	Perennial	05Y1_Per
17563306	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20362423	Mod	05Y_LULC_Dist	Intermittent	05Y2_Int
948070389	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
22555724	Mod	02_Ftype_Mod	Intermittent	05Y2_Int
22532808	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
22560412	Mod	02_Ftype_Mod	Perennial	05Y1_Per
17589792	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
17563746	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
22532734	Mod	05Y_LULC_Dist	Ephemeral	05N2_RipVeg
22560678	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
20325303	Unk	07_LULC_Dist	Perennial	05Y1_Per
20366323	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22563120	Mod	02_Ftype_Mod	Ephemeral	05Y3_Ephem
22532800	LikelyMod	07_LULC_Dist	Ephemeral	05N2_RipVeg
17572941	LikelyMod	05YN_LULC_LikeDist	Perennial	01_Fcode
948070324	Mod	02_Ftype_Mod	Ephemeral	05Y3_Ephem
20342587	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
948070360	Mod	05Y_LULC_Dist	Perennial	01_Fcode
17590948	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20334720	NA	01_Ftype_NA	NA	00_Ftype_NA_2
17575831	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20334722	NA	01_Ftype_NA	NA	00_Ftype_NA_2
948070275	Mod	02_Ftype_Mod	Intermittent	05Y2_Int
22591621	LikelyMod	07_LULC_Dist	Ephemeral	05Y3_Ephem
948070458	Mod	02_Ftype_Mod	Intermittent	05Y2_Int
24843854	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
20333118	Mod	05Y_LULC_Dist	Ephemeral	05Y3_Ephem
17591182	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20362657	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22545403	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
20341711	Mod	05Y_LULC_Dist	Ephemeral	05Y3_Ephem
22560606	LikelyMod	07_LULC_Dist	Ephemeral	05N2_RipVeg
17591362	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22557966	Mod	02_Ftype_Mod	Ephemeral	05N2_RipVeg
17563850	Mod	02_Ftype_Mod	Intermittent	02Y_UplandVeg
20331416	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
22555330	Mod	02_Ftype_Mod	Ephemeral	05N2_RipVeg
20331212	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
22532714	LikelyMod	07_LULC_Dist	Ephemeral	05N2_RipVeg
22554798	Mod	05Y_LULC_Dist	Ephemeral	05N2_RipVeg
20348881	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
20350809	Mod	05Y_LULC_Dist	Intermittent	05Y2_Int
22556312	Mod	05Y_LULC_Dist	Ephemeral	05N2_RipVeg
20331280	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
20348547	LikelyMod	07_LULC_Dist	Perennial	05Y1_Per
948070329	Mod	05Y_LULC_Dist	Perennial	05Y1_Per
22545451	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
20362435	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
22555958	Mod	05Y_LULC_Dist	Ephemeral	05N2_RipVeg
22545409	Mod	05Y_LULC_Dist	Ephemeral	05N2_RipVeg
20333056	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
22532838	LikelyMod	07_LULC_Dist	Ephemeral	05N2_RipVeg
22557914	Mod	05Y_LULC_Dist	Intermittent	05Y2_Int
22532712	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
948070396	Mod	05Y_LULC_Dist	Perennial	03_Model2
20334476	Mod	05Y_LULC_Dist	Perennial	05N1_SSURGO
17563846	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
20355552	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
22535296	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
20341991	LikelyMod	03_Dam	Intermittent	02Y_UplandVeg
22561080	LikelyMod	07_LULC_Dist	Perennial	05Y1_Per
20362679	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22532794	LikelyMod	07_LULC_Dist	Ephemeral	05N2_RipVeg
22560978	Mod	05Y_LULC_Dist	Perennial	05Y1_Per
17574635	Mod	05Y_LULC_Dist	Ephemeral	05N2_RipVeg
17591200	NA	01_Ftype_NA	NA	00_Ftype_NA_2
17562594	LikelyMod	07_LULC_Dist	Perennial	05Y1_Per
22534710	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20331318	Mod	05Y_LULC_Dist	Intermittent	05Y2_Int
17595351	LikelyMod	07_LULC_Dist	Intermittent	05Y2_Int
22545459	Mod	05Y_LULC_Dist	Ephemeral	05N2_RipVeg
22527365	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
17589798	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
20331520	Mod	05Y_LULC_Dist	Perennial	03_Model2
20332816	Mod	05Y_LULC_Dist	Intermittent	05Y2_Int
22525603	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
17575737	LikelyMod	05YN_LULC_LikeDist	Perennial	01_Fcode
20329176	LikelyMod	07_LULC_Dist	Perennial	05Y1_Per
20350701	LikelyMod	07_LULC_Dist	Perennial	05Y1_Per
17563684	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
20355406	Mod	05Y_LULC_Dist	Intermittent	05Y2_Int
20348259	Mod	05Y_LULC_Dist	Perennial	05Y1_Per
22532858	Mod	05Y_LULC_Dist	Ephemeral	05N2_RipVeg
22684986	Mod	02_Ftype_Mod	Ephemeral	05N2_RipVeg
20328676	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
948070408	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20331506	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
17586814	Mod	05Y_LULC_Dist	Intermittent	05Y2_Int
22532778	LikelyMod	07_LULC_Dist	Ephemeral	05N2_RipVeg
17591180	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20364769	LikelyMod	07_LULC_Dist	Intermittent	05Y2_Int
22557976	NA	01_Ftype_NA	NA	00_Ftype_NA_2
17575687	Mod	05Y_LULC_Dist	Ephemeral	05N2_RipVeg
22525627	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
20341723	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
20326463	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20362475	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22555350	Mod	05Y_LULC_Dist	Perennial	05Y1_Per
22563046	Mod	02_Ftype_Mod	Ephemeral	05N2_RipVeg
20332010	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20351637	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20331350	Mod	05Y_LULC_Dist	Ephemeral	05Y3_Ephem
22560672	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
22515820	LikelyMod	07_LULC_Dist	Perennial	05Y1_Per
22532870	LikelyMod	07_LULC_Dist	Ephemeral	05N2_RipVeg
20357366	Mod	02_Ftype_Mod	Perennial	05Y1_Per
17574109	Mod	05Y_LULC_Dist	Ephemeral	05N2_RipVeg
22563670	Mod	05Y_LULC_Dist	Ephemeral	05N2_RipVeg
20333756	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
20332026	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22514990	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
17587712	NA	01_Ftype_NA	NA	00_Ftype_NA_2
17563622	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
17591188	NA	01_Ftype_NA	NA	00_Ftype_NA_2
948060187	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20348739	Unk	04YN_LULC_LikeNat	Intermittent	02Y_UplandVeg
20341909	Mod	05Y_LULC_Dist	Intermittent	05Y2_Int
20355456	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
22535272	Mod	02_Ftype_Mod	Intermittent	02Y_UplandVeg
948070468	Mod	05Y_LULC_Dist	Perennial	05Y1_Per
17564046	Mod	05Y_LULC_Dist	Perennial	05Y1_Per
20348521	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
22563404	Mod	02_Ftype_Mod	Ephemeral	05Y3_Ephem
22532942	Mod	05Y_LULC_Dist	Ephemeral	05N2_RipVeg
20350811	LikelyMod	07_LULC_Dist	Intermittent	05Y2_Int
22525157	Mod	05Y_LULC_Dist	Perennial	05Y1_Per
22524865	Mod	05Y_LULC_Dist	Perennial	05Y1_Per
22545499	LikelyMod	07_LULC_Dist	Ephemeral	05N2_RipVeg
17563718	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
948070571	Unk	04YN_LULC_LikeNat	Perennial	05Y1_Per
17564914	Mod	02_Ftype_Mod	Ephemeral	05Y3_Ephem
20331128	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
20348915	LikelyMod	07_LULC_Dist	Intermittent	05Y2_Int
20332108	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20366411	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22514954	Mod	05Y_LULC_Dist	Perennial	01_Fcode
22524739	LikelyMod	07_LULC_Dist	Intermittent	05Y2_Int
22514832	Mod	05Y_LULC_Dist	Perennial	05Y1_Per
948070244	Mod	05Y_LULC_Dist	Perennial	05Y1_Per
22556234	Mod	05Y_LULC_Dist	Ephemeral	05N2_RipVeg
22532748	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
22535000	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
17563668	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
948070572	Mod	05Y_LULC_Dist	Perennial	05Y1_Per
22555214	Mod	05Y_LULC_Dist	Ephemeral	05N2_RipVeg
20350803	Unk	04YN_LULC_LikeNat	Intermittent	02Y_UplandVeg
22525647	Mod	05Y_LULC_Dist	Intermittent	05Y2_Int
20341901	LikelyMod	03_Dam	Intermittent	05Y2_Int
17564124	LikelyMod	07_LULC_Dist	Perennial	05Y1_Per
22532982	LikelyMod	03_Dam	Ephemeral	05N2_RipVeg
20359350	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22560496	Mod	05Y_LULC_Dist	Ephemeral	05N2_RipVeg
20366297	Mod	02_Ftype_Mod	Intermittent	02Y_UplandVeg
17587664	NA	01_Ftype_NA	NA	00_Ftype_NA_2
948070328	Mod	05Y_LULC_Dist	Perennial	05Y1_Per
22560788	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
17563914	LikelyMod	07_LULC_Dist	Intermittent	05Y2_Int
22591713	LikelyMod	07_LULC_Dist	Ephemeral	05N2_RipVeg
22535266	Mod	02_Ftype_Mod	Intermittent	02Y_UplandVeg
22523093	LikelyMod	03_Dam	Intermittent	02Y_UplandVeg
17574559	Mod	05Y_LULC_Dist	Ephemeral	05N2_RipVeg
22534648	Mod	02_Ftype_Mod	Ephemeral	05N2_RipVeg
20331112	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
17594959	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22524751	LikelyMod	07_LULC_Dist	Intermittent	05Y2_Int
22532790	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
22555688	Mod	05Y_LULC_Dist	Intermittent	05Y2_Int
22545413	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
22560988	Mod	05Y_LULC_Dist	Perennial	05Y1_Per
22532822	LikelyMod	07_LULC_Dist	Ephemeral	05N2_RipVeg
20355534	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
22514806	Mod	05Y_LULC_Dist	Intermittent	05Y2_Int
17594935	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22561082	Mod	05Y_LULC_Dist	Perennial	05Y1_Per
22563058	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
22560682	Mod	02_Ftype_Mod	Intermittent	05Y2_Int
22563426	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22591737	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
22568196	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22555992	Mod	05Y_LULC_Dist	Ephemeral	05N2_RipVeg
17574889	Mod	05Y_LULC_Dist	Intermittent	05Y2_Int
22563126	Mod	02_Ftype_Mod	Ephemeral	05Y3_Ephem
22560766	LikelyMod	07_LULC_Dist	Intermittent	05Y2_Int
20355468	Mod	02_Ftype_Mod	Perennial	05Y1_Per
20362685	NA	01_Ftype_NA	NA	00_Ftype_NA_2
948070318	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
17563316	NA	01_Ftype_NA	NA	00_Ftype_NA_2
17563840	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
22550587	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22555846	Mod	02_Ftype_Mod	Intermittent	05Y2_Int
22524723	Mod	05Y_LULC_Dist	Perennial	05Y1_Per
17563806	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
22563124	LikelyMod	07_LULC_Dist	Intermittent	05Y2_Int
17589906	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20331120	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
20366447	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22563248	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
20362453	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
17574703	Mod	05Y_LULC_Dist	Intermittent	05Y2_Int
20331210	Mod	05Y_LULC_Dist	Intermittent	05Y2_Int
948070438	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22556086	LikelyMod	05YN_LULC_LikeDist	Ephemeral	05N2_RipVeg
17563682	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20342647	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20365981	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20331262	Mod	05Y_LULC_Dist	Ephemeral	05Y3_Ephem
17575773	NA	01_Ftype_NA	NA	00_Ftype_NA_2
17594953	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22525211	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22534974	Mod	05Y_LULC_Dist	Intermittent	05Y2_Int
22591761	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
20348373	Mod	05Y_LULC_Dist	Intermittent	05Y2_Int
17573047	Mod	05Y_LULC_Dist	Perennial	05N1_SSURGO
22532904	LikelyMod	07_LULC_Dist	Ephemeral	05N2_RipVeg
17589932	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20329198	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20341857	LikelyMod	07_LULC_Dist	Intermittent	05Y2_Int
17563784	Mod	05Y_LULC_Dist	Perennial	01_Fcode
20355454	LikelyMod	07_LULC_Dist	Ephemeral	05Y3_Ephem
22560326	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
20348575	LikelyMod	07_LULC_Dist	Perennial	05Y1_Per
22548357	Mod	05Y_LULC_Dist	Perennial	05Y1_Per
948070277	LikelyMod	07_LULC_Dist	Intermittent	05Y2_Int
20331534	Mod	05Y_LULC_Dist	Intermittent	05Y2_Int
20330006	Mod	05Y_LULC_Dist	Perennial	05N1_SSURGO
20364685	LikelyMod	07_LULC_Dist	Intermittent	05Y2_Int
22532788	LikelyMod	07_LULC_Dist	Ephemeral	05N2_RipVeg
22560706	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
22561012	Mod	05Y_LULC_Dist	Perennial	05Y1_Per
22515838	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20331662	Mod	02_Ftype_Mod	Perennial	05Y1_Per
20331568	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
22563314	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20331166	Mod	05Y_LULC_Dist	Perennial	05Y1_Per
20362597	Mod	05Y_LULC_Dist	Ephemeral	05N2_RipVeg
17595407	Mod	05Y_LULC_Dist	Perennial	01_Fcode
22555712	LikelyMod	07_LULC_Dist	Ephemeral	05N2_RipVeg
17591184	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22525691	LikelyMod	07_LULC_Dist	Intermittent	05Y2_Int
17596183	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20348661	LikelyMod	07_LULC_Dist	Perennial	05Y1_Per
17596185	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20350547	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22525731	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
22527395	Mod	02_Ftype_Mod	Ephemeral	05Y3_Ephem
22557946	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22556196	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
22591739	Mod	05Y_LULC_Dist	Ephemeral	05N2_RipVeg
22517996	LikelyMod	03_Dam	Intermittent	05Y2_Int
20329200	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22555364	Mod	05Y_LULC_Dist	Ephemeral	05N2_RipVeg
22523181	Mod	05Y_LULC_Dist	Intermittent	05Y2_Int
22525185	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20331406	Mod	05Y_LULC_Dist	Intermittent	05Y2_Int
20348517	Mod	05Y_LULC_Dist	Intermittent	05Y2_Int
22527369	LikelyMod	03_Dam	Intermittent	05Y2_Int
22545317	Mod	05Y_LULC_Dist	Ephemeral	05N2_RipVeg
948070536	LikelyMod	07_LULC_Dist	Intermittent	05Y2_Int
22532728	Mod	05Y_LULC_Dist	Ephemeral	05N2_RipVeg
22534994	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
22557940	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22527375	LikelyMod	03_Dam	Intermittent	05Y2_Int
17594945	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22556056	Mod	05Y_LULC_Dist	Ephemeral	05N2_RipVeg
22545233	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
20331954	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
22532758	LikelyMod	07_LULC_Dist	Ephemeral	05N2_RipVeg
22523249	LikelyMod	07_LULC_Dist	Intermittent	05Y2_Int
22532840	Mod	05Y_LULC_Dist	Ephemeral	05N2_RipVeg
17564144	Mod	05Y_LULC_Dist	Intermittent	05Y2_Int
17590134	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
22534632	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20362815	NA	01_Ftype_NA	NA	00_Ftype_NA_2
17563814	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
20357240	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22515742	Mod	05Y_LULC_Dist	Intermittent	05Y2_Int
20366113	Mod	05Y_LULC_Dist	Perennial	01_Fcode
22560886	Mod	05Y_LULC_Dist	Perennial	05Y1_Per
22563160	Mod	02_Ftype_Mod	Ephemeral	05Y3_Ephem
948070189	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22558200	NA	01_Ftype_NA	NA	00_Ftype_NA_2
948070431	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22563414	Mod	02_Ftype_Mod	Ephemeral	05Y3_Ephem
20331108	LikelyMod	07_LULC_Dist	Intermittent	05Y2_Int
22532956	Mod	02_Ftype_Mod	Ephemeral	05N2_RipVeg
948070454	NA	01_Ftype_NA	NA	00_Ftype_NA_2
17574851	Mod	05Y_LULC_Dist	Intermittent	05Y2_Int
948070184	Mod	05Y_LULC_Dist	Ephemeral	05N2_RipVeg
17574079	Mod	05Y_LULC_Dist	Intermittent	05Y2_Int
22560844	LikelyMod	07_LULC_Dist	Ephemeral	05N2_RipVeg
17563908	LikelyMod	07_LULC_Dist	Perennial	05Y1_Per
22555464	Mod	05Y_LULC_Dist	Ephemeral	05N2_RipVeg
20348317	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
17591028	NA	01_Ftype_NA	NA	00_Ftype_NA_2
948070479	Mod	05Y_LULC_Dist	Ephemeral	05N2_RipVeg
20359134	Mod	05Y_LULC_Dist	Perennial	01_Fcode
17596145	LikelyMod	07_LULC_Dist	Perennial	01_Fcode
17574377	Mod	05Y_LULC_Dist	Ephemeral	05N2_RipVeg
20348561	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
17591192	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22560994	Mod	05Y_LULC_Dist	Perennial	05Y1_Per
17594961	NA	01_Ftype_NA	NA	00_Ftype_NA_2
17563994	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
20348227	Mod	05Y_LULC_Dist	Perennial	05Y1_Per
20331088	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
17564946	Mod	02_Ftype_Mod	Perennial	05Y1_Per
20359346	NA	01_Ftype_NA	NA	00_Ftype_NA_2
948070262	Mod	05Y_LULC_Dist	Perennial	05Y1_Per
22524735	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
22555764	Mod	05Y_LULC_Dist	Perennial	05Y1_Per
22560804	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
20355436	Mod	02_Ftype_Mod	Perennial	05Y1_Per
22534646	LikelyMod	07_LULC_Dist	Ephemeral	05N2_RipVeg
22591635	Mod	05Y_LULC_Dist	Ephemeral	05N2_RipVeg
17591212	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20355520	LikelyMod	07_LULC_Dist	Intermittent	05Y2_Int
17574801	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
22532684	LikelyMod	07_LULC_Dist	Ephemeral	05N2_RipVeg
22534978	LikelyMod	07_LULC_Dist	Intermittent	05Y2_Int
20334566	NA	01_Ftype_NA	NA	00_Ftype_NA_2
17563752	Mod	05Y_LULC_Dist	Intermittent	05Y2_Int
20362469	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22515748	Mod	02_Ftype_Mod	Perennial	05Y1_Per
17563958	Mod	05Y_LULC_Dist	Perennial	05Y1_Per
22535006	LikelyMod	07_LULC_Dist	Ephemeral	05N2_RipVeg
20334684	NA	01_Ftype_NA	NA	00_Ftype_NA_2
948070234	Mod	02_Ftype_Mod	Intermittent	02Y_UplandVeg
22548299	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
948070551	LikelyMod	07_LULC_Dist	Ephemeral	05N2_RipVeg
22563150	Mod	05Y_LULC_Dist	Intermittent	05Y2_Int
22558040	NA	01_Ftype_NA	NA	00_Ftype_NA_2
17563940	Mod	05Y_LULC_Dist	Intermittent	05Y2_Int
22545323	Mod	05Y_LULC_Dist	Ephemeral	05N2_RipVeg
22536078	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20342575	Mod	05Y_LULC_Dist	Intermittent	05Y2_Int
22561030	LikelyMod	07_LULC_Dist	Perennial	05Y1_Per
20324627	LikelyMod	07_LULC_Dist	Perennial	01_Fcode
20331950	LikelyMod	07_LULC_Dist	Ephemeral	05Y3_Ephem
20331142	Mod	05Y_LULC_Dist	Intermittent	05Y2_Int
20365179	LikelyMod	07_LULC_Dist	Intermittent	05Y2_Int
22556118	Mod	05Y_LULC_Dist	Ephemeral	05N2_RipVeg
22536178	NA	01_Ftype_NA	NA	00_Ftype_NA_2
17563926	Mod	05Y_LULC_Dist	Perennial	05Y1_Per
17563796	LikelyMod	07_LULC_Dist	Intermittent	05Y2_Int
163864400	Mod	02_Ftype_Mod	Perennial	05Y1_Per
17573717	NA	01_Ftype_NA	NA	00_Ftype_NA_2
948070466	LikelyMod	07_LULC_Dist	Perennial	05Y1_Per
22549069	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
22534706	NA	01_Ftype_NA	NA	00_Ftype_NA_2
17563956	Mod	05Y_LULC_Dist	Perennial	05Y1_Per
22560416	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
20342693	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22515826	LikelyMod	07_LULC_Dist	Perennial	05Y1_Per
20348799	LikelyMod	07_LULC_Dist	Ephemeral	05N2_RipVeg
20324455	LikelyMod	07_LULC_Dist	Intermittent	05Y2_Int
17596201	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22561016	LikelyMod	07_LULC_Dist	Perennial	05Y1_Per
22561286	LikelyMod	07_LULC_Dist	Perennial	05Y1_Per
17563824	Mod	05Y_LULC_Dist	Intermittent	05Y2_Int
